material,sample_id,has_before,has_after,pair_complete,fft_b_len,fft_a_len,freq_min_mhz,freq_max_mhz,roll_gap,web_speed,calendering_speed,coat_weight_gsm,thickness_before_um,thickness_after_um,density_before_g_cm3,density_after_g_cm3,before_json_sha256,after_json_sha256
Anode,GA_20,True,True,True,36,36,0.8,14.8,2.0,,3.0,,44.33333333333334,30.66666666666667,0.9611650485436891,1.596774193548387,2e3f17e2cf8df34a00346d7bf25f7eca8fd204bca0ee01dbb1d15b9394ee1f7b,44241dec36d202f095da4c1d022d5066f3fc5e030452a18a09578d86a857a662
Anode,GA_21,True,True,True,36,36,0.8,14.8,2.0,,3.0,,119.0,95.66666666666667,0.9908256880733947,1.260700389105059,1f27f2d5559a6ad74db6883ef93dd714557158af3fa0d8f0ee47132c513d5a95,f6697ed8b67c188959446a084466a95580bea48967bda038fd009e5eb1676e17
Anode,GA_22,True,True,True,36,36,0.8,14.8,2.0,,1.0,,107.6666666666667,85.66666666666667,0.9624573378839589,1.242290748898678,963376f7b8ffd119da8ac8af9d7ad004f6add6d6759a9bc5c36f41c8963c9672,048478d13367fdf8446e62fe4b7856e72c49e1bb60981ea12be6f9d75072acb5
Anode,GA_23,True,True,True,36,36,0.8,14.8,2.0,,1.0,,44.0,30.33333333333333,0.9411764705882353,1.573770491803279,ae1c4542cceb16a15f24e6a45631da203d9a297271c512526022bd535405bc53,c502241f12d94a8138f4b94997722d37279b5d9475c9d7ba7f6c488724628809
Anode,GA_24,True,True,True,36,36,0.8,14.8,2.0,,1.0,,170.6666666666667,148.6666666666667,0.9896265560165974,1.146634615384615,89bc45b9ee11e3e75234cbecb6d69a0cb73bcc5d0ca3345f808adcafadf18ecc,27100878aefcfff063062ae6f5c90850131f57f25a6ff2081acc0643d1f34013
Anode,GA_25,True,True,True,36,36,0.8,14.8,2.0,,1.0,,104.6666666666667,83.33333333333333,0.9718309859154929,1.254545454545454,50506e37eeb29568fa3c7ac3d7530d5235c77e7e7eec16d1d372abe85c3d9310,7b097796a8993b291cd43c25acef1409ed20fffb17c4350ee1be2d33658cc93e
Anode,GA_26,True,True,True,36,36,0.8,14.8,2.0,,1.0,,105.6666666666667,79.33333333333333,0.9616724738675957,1.326923076923077,cc7b107157e29cd9aad612b896c88bc5848c2aa2a91f03b3d1abebbee656fe3e,b5522349b3c8074439b21d50719a12ad0d8ffcff2ffdf7f07bb6379734d6a1a7
Anode,GA_27,True,True,True,36,36,0.8,14.8,1.0,,1.0,,151.0,120.0,0.9929078014184397,1.272727272727273,b2f2ad3598997cf0b36e897b41e53b92ace4cc3280e89365c19caf39d852dabe,474f464d6688a3ea72c02457f6676af12e0a4ff0cdefeb59aa206b879f73679d
Anode,GA_28,True,True,True,36,36,0.8,14.8,1.0,,1.0,,124.6666666666667,89.0,0.9593023255813954,1.392405063291139,37936edae12c34ca63458e1dada49324fecf2dc4fcd9037afa1fa8211a41135d,8b6c33ba810a4f60fb8cc883cdd6770d833dc49643dbf62e3a99deea8a6953db
Anode,GA_29,True,True,True,36,36,0.8,14.8,1.0,,1.0,,46.33333333333334,30.33333333333333,0.8807339449541283,1.573770491803279,dc41ac3c2be00f6446107258a0a5a84025d6b591584dd5e37c05db111b4c02d9,442c95d68c7d968c5edcf1c20faf8425fcc3a1822d04cb7cb1257c0fd83d62c3
Anode,GA_3,True,True,True,36,36,0.8,14.8,3.0,,1.0,,91.0,80.0,0.9876543209876546,1.142857142857143,ee10bf1c300808af84c12cbb2e1153da49a19423e251d62d7f4a72d1409c7094,96c4b70c96984e409ba22aaaef9975ac05ed169f9fad5fd45bfbf3e0d6853179
Anode,GA_30,True,True,True,36,36,0.8,14.8,1.0,,1.0,,92.66666666666667,64.66666666666667,0.9435483870967744,1.426829268292683,c7a7595afbc0223dfe12810f2825956690d2b34c1b6bae3ce47b9a425a6faef0,38e94a737851b18d58c722b1acc5119ea189cdcb3d049d847c9ab8d1d78051cb
Anode,GA_4,True,True,True,36,36,0.8,14.8,3.0,,1.0,,149.0,134.0,1.02158273381295,1.145161290322581,63c9287b37d4f190b8c86fa0741e62f56aabe9669152081b77a1d5a153bbcf86,b8968ce91576ae2b3cf236058ef55afd19b8be635b4aa8710f37d39c8602df57
Anode,GA_5,True,True,True,36,36,0.8,14.8,3.0,,1.0,,151.3333333333333,138.3333333333333,0.9905660377358491,1.090909090909091,4fa80ab2eeafc28072b48001de460fe5600ccf329020ed3a94c191c7ca55e410,01d790e976f6aaa56e999fb2895007c8c852789f4f7c52821dbd67783a221b21
Anode,GA_6,True,True,True,36,36,0.8,14.8,1.0,,3.0,,164.0,127.6666666666667,0.974025974025974,1.274787535410765,ed4d5c96dfb1899891e8dbd775e25d797030e37f69cad15e638daf04e5f687e1,6739e30977fc86b5abf788589bcf94a3b5ecb70bb5b17c782831d6a14334ecb8
Anode,GA_7,True,True,True,36,36,0.8,14.8,1.0,,3.0,,89.66666666666667,61.66666666666666,0.9539748953974897,1.470967741935484,821f7dd6a78fbcd08b3e770fccbce2d6c14a8543dc9c3e09a5ef822f9b9b5cd8,bbe3defe9ecb76f6255afd8314a26fbc311f8438fc49e91d7d4f5ce6c8c457c3
Anode,GA_8,True,True,True,36,36,0.8,14.8,1.0,,3.0,,93.0,63.0,0.9156626506024097,1.433962264150944,7311c66b77d2fd28a0fed0022fbbb1d30c397c38f6220161721fd8f7ae25a21c,e9da56c1afc1a14595b5a8338ebf817e403078ba0ba4b2efd994938ee3f7e9a8
Anode,GA_9,True,True,True,36,36,0.8,14.8,1.0,,3.0,,45.0,29.33333333333333,0.8857142857142857,1.603448275862069,e94d8218eeea7a168755f0b8a7f49603d61e96578605f51c7c358b12d10d2124,9b4baf0ecb1574358e546a237088960ee74766eaa0f8b808d4cdb6a85a2db558
